Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Daily_Change,Volatility,MA50,MA200
2018-11-29 00:00:00-05:00,43.829760572993,43.8633538041636,42.6395935832266,43.0835075378418,167080000,0.0,0.0,AAPL,0.0,3.038293911592082,38.808658676147466,45.2658034324646
2018-11-29 00:00:00-05:00,23.1333332061768,23.1666679382324,22.6366672515869,22.7446670532227,46210500,0.0,0.0,TSLA,0.0,3.9194020164221444,21.892986679077154,17.72872666358948
2018-11-29 00:00:00-05:00,135.919998168945,139.990005493164,135.660003662109,138.679992675781,24238700,0.0,0.0,META,0.0,2.974664617442268,145.6075994873047,173.03704948425298
2018-11-29 00:00:00-05:00,39.6927840259795,40.0649038762231,38.7351954599368,39.0378532409668,54917200,0.04,0.0,NVDA,0.0,3.617030333210181,36.14658424377442,39.93244955062867
2018-11-29 00:00:00-05:00,83.7494964599609,84.4994964599609,82.6165008544922,83.6784973144531,132264000,0.0,0.0,AMZN,0.0,3.3582214644213666,80.42404953002931,88.66213481903077
2018-11-29 00:00:00-05:00,54.1764984130859,55.0074996948242,54.0999984741211,54.7290000915527,31004000,0.0,0.0,GOOGL,0.0,2.2337472744103484,53.79149017333985,57.16262504577637
2018-11-29 00:00:00-05:00,104.769074332185,105.519257086357,103.534594914971,104.636131286621,28123200,0.0,0.0,MSFT,0.0,2.4583220865926476,99.44656234741211,116.52623767852783
2018-11-29 00:00:00-05:00,9.18190238838536,9.40201612112793,9.15045739806119,9.26365852355957,12869400,0.0,0.0,ET,0.0,3.304125001547797,8.906526145935059,9.37429187297821
2018-11-29 00:00:00-05:00,121.519996643066,122.319999694824,121.379997253418,121.779998779297,125600,0.0,0.0,TM,0.0,1.4943700167405236,120.76060012817385,123.57425018310549
2018-11-29 00:00:00-05:00,63.2170479818917,64.2735343409732,63.1515328490186,63.8067169189453,11429174,0.0,0.0,MRK,0.0,1.6026100459559314,62.33605224609375,66.65269021987916
2018-11-30 00:00:00-05:00,22.788667678833,23.4400005340576,22.550666809082,23.3653335571289,84436500,0.0,0.0,TSLA,2.7288440954261306,3.9194020164221444,21.892986679077154,17.72872666358948
2018-11-30 00:00:00-05:00,138.259994506836,140.970001220703,137.360000610352,140.610000610352,25732600,0.0,0.0,META,1.3916989014292502,2.974664617442268,145.6075994873047,173.03704948425298
2018-11-30 00:00:00-05:00,39.1346053033421,40.6503736855246,38.6310033952974,40.5436973571777,72956400,0.0,0.0,NVDA,3.8573947878636217,3.617030333210181,36.14658424377442,39.93244955062867
2018-11-30 00:00:00-05:00,83.9749984741211,84.8000030517578,83.3249969482422,84.5084991455078,115236000,0.0,0.0,AMZN,0.9918938050902826,3.3582214644213666,80.42404953002931,88.66213481903077
2018-11-30 00:00:00-05:00,54.7815017700195,55.4824981689453,54.1590003967285,55.4824981689453,59668000,0.0,0.0,GOOGL,1.3767802739536927,2.2337472744103484,53.79149017333985,57.16262504577637
2018-11-30 00:00:00-05:00,105.120370784839,105.376765997278,103.847914454463,105.300796508789,33665600,0.0,0.0,MSFT,0.6352157844476736,2.4583220865926476,99.44656234741211,116.52623767852783
2018-11-30 00:00:00-05:00,9.19448229820955,9.26366081421809,9.08756966452869,9.16303730010986,10718600,0.0,0.0,ET,-1.0861931405805603,3.304125001547797,8.906526145935059,9.37429187297821
2018-11-30 00:00:00-05:00,120.800003051758,121.580001831055,120.800003051758,121.480003356934,194700,0.0,0.0,TM,-0.24634211313031562,1.4943700167405236,120.76060012817385,123.57425018310549
2018-11-30 00:00:00-05:00,63.7493901258894,65.1007044697166,63.6511075995329,64.9778594970703,22380669,0.0,0.0,MRK,1.835453436058665,1.6026100459559314,62.33605224609375,66.65269021987916
2018-11-30 00:00:00-05:00,43.2610708525148,43.270671010932,42.4788263653501,42.8507537841797,158126000,0.0,0.0,AAPL,-0.5402386364611989,3.038293911592082,38.808658676147466,45.2658034324646
2018-12-03 00:00:00-05:00,123.26000213623,123.819999694824,123.120002746582,123.51000213623,261000,0.0,0.0,TM,1.671055913071906,1.4943700167405236,120.76060012817385,123.57425018310549
2018-12-03 00:00:00-05:00,24.0,24.3999996185303,23.466667175293,23.8993320465088,124597500,0.0,0.0,TSLA,2.2854306277043213,3.9194020164221444,21.892986679077154,17.72872666358948
2018-12-03 00:00:00-05:00,143.0,143.679992675781,140.759994506836,141.089996337891,24819200,0.0,0.0,META,0.3413667061058723,2.974664617442268,145.6075994873047,173.03704948425298
2018-12-03 00:00:00-05:00,42.8186015022608,43.3346044745578,41.5136985237683,42.1835136413574,89080400,0.0,0.0,NVDA,4.044565224857055,3.617030333210181,36.14658424377442,39.93244955062867
2018-12-03 00:00:00-05:00,88.4729995727539,88.9169998168945,86.5,88.6179962158203,137246000,0.0,0.0,AMZN,4.862821032044029,3.3582214644213666,80.42404953002931,88.66213481903077
2018-12-03 00:00:00-05:00,56.6080017089844,56.75,55.5864982604981,55.818000793457,57532000,0.0,0.0,GOOGL,0.6046999244520235,2.2337472744103484,53.79149017333985,57.16262504577637
2018-12-03 00:00:00-05:00,107.30445961233,107.703288608408,105.14887763794,106.440322875977,34732800,0.0,0.0,MSFT,1.0821631031944667,2.4583220865926476,99.44656234741211,116.52623767852783
2018-12-03 00:00:00-05:00,65.125275218022,65.1744132084038,64.1097414709067,64.8795852661133,13183106,0.0,0.0,MRK,-0.15124264128989484,1.6026100459559314,62.33605224609375,66.65269021987916
2018-12-03 00:00:00-05:00,44.2616812950922,44.3768575779832,43.4818349383034,44.3480644226074,163210000,0.0,0.0,AAPL,3.4942457394541826,3.038293911592082,38.808658676147466,45.2658034324646
2018-12-03 00:00:00-05:00,9.29510417007663,9.62213113291333,9.2888156513785,9.53408527374268,9617700,0.0,0.0,ET,4.049399358315076,3.304125001547797,8.906526145935059,9.37429187297821
2018-12-04 00:00:00-05:00,23.7366676330566,24.5786666870117,23.466667175293,23.9799995422363,126928500,0.0,0.0,TSLA,0.3375303358709614,3.9194020164221444,21.892986679077154,17.72872666358948
2018-12-04 00:00:00-05:00,140.729995727539,143.389999389648,137.160003662109,137.929992675781,30307400,0.0,0.0,META,-2.2397078064572584,2.974664617442268,145.6075994873047,173.03704948425298
2018-12-04 00:00:00-05:00,41.7369644373677,41.7865796611185,38.8245049998733,38.9758338928223,81211200,0.0,0.0,NVDA,-7.60410755682106,3.617030333210181,36.14658424377442,39.93244955062867
2018-12-04 00:00:00-05:00,87.8000030517578,88.5169982910156,83.25,83.4199981689453,173890000,0.0,0.0,AMZN,-5.865623540184539,3.3582214644213666,80.42404953002931,88.66213481903077
2018-12-04 00:00:00-05:00,55.6495018005371,55.7120018005371,53.0390014648438,53.1235008239746,45630000,0.0,0.0,GOOGL,-4.8272957310901194,2.2337472744103484,53.79149017333985,57.16262504577637
2018-12-04 00:00:00-05:00,106.297913281516,106.962628426046,102.755912524614,103.050285339355,45197000,0.0,0.0,MSFT,-3.1849185017712056,2.4583220865926476,99.44656234741211,116.52623767852783
2018-12-04 00:00:00-05:00,43.4194445987869,43.7649771065583,42.2964676099178,42.3972473144531,165377200,0.0,0.0,AAPL,-4.3988776817051605,3.038293911592082,38.808658676147466,45.2658034324646
2018-12-04 00:00:00-05:00,122.269996643066,122.849998474121,120.319999694824,120.879997253418,273500,0.0,0.0,TM,-2.1293861528001057,1.4943700167405236,120.76060012817385,123.57425018310549
2018-12-04 00:00:00-05:00,64.9451027437529,65.6739938744092,63.9623298042308,64.0524139404297,15482942,0.0,0.0,MRK,-1.2749331277178033,1.6026100459559314,62.33605224609375,66.65269021987916
2018-12-04 00:00:00-05:00,9.55923997417353,9.55923997417353,8.96807670593262,8.96807670593262,15164400,0.0,0.0,ET,-5.936684553985194,3.304125001547797,8.906526145935059,9.37429187297821
2018-12-06 00:00:00-05:00,8.87374348351387,9.01210110104891,8.62218472414414,8.94292259216309,15867800,0.0,0.0,ET,-0.2804850426055272,3.304125001547797,8.906526145935059,9.37429187297821
2018-12-06 00:00:00-05:00,23.7339992523193,24.492000579834,23.3840007781982,24.2040004730225,117637500,0.0,0.0,TSLA,0.9341156591419653,3.9194020164221444,21.892986679077154,17.72872666358948
2018-12-06 00:00:00-05:00,133.820007324219,139.699996948242,133.669998168945,139.630004882813,28218100,0.0,0.0,META,1.232518159431839,2.974664617442268,145.6075994873047,173.03704948425298
2018-12-06 00:00:00-05:00,37.5692320182381,39.3181965990017,37.412940422666,39.2685775756836,69230800,0.0,0.0,NVDA,0.7510902362379168,3.617030333210181,36.14658424377442,39.93244955062867
